%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1609056014487516453,1548,1609056014486882067,-0.00024757899428351493,0.00017389906611242623,0.0013411734659634078,0.0,0.0,0.0,1.0
1609056014537945474,1549,1609056014537453032,-0.000580042947003534,0.00026108191526930113,0.001200756261097169,0.0,0.0,0.0,1.0
1609056014586334150,1550,1609056014586028910,-0.00040380736681200347,0.0001780575478562696,0.0018385361316344273,0.0,0.0,0.0,1.0
1609056014637880892,1551,1609056014637585021,-0.00023885744068863346,9.19901144555979e-05,0.0015304579509232141,0.0,0.0,0.0,1.0
1609056014740427846,1552,1609056014740033961,-0.00019442682152970292,4.762921512480034e-05,4.9096859148889394e-05,0.0,0.0,0.0,1.0
1609056014786487171,1553,1609056014786198950,-0.0005326334414945677,-0.00019041414589082706,-0.00014454138802655336,0.0,0.0,0.0,1.0
1609056014838544688,1554,1609056014837397910,-0.00011751812844806864,-0.00014356849767693802,6.340801482096481e-06,0.0,0.0,0.0,1.0
1609056014885405919,1555,1609056014884882069,-0.00027724611746293704,-0.0001205473904164478,-0.0002679762792086038,0.0,0.0,0.0,1.0
1609056014939936429,1556,1609056014939689017,2.736460465158075e-05,-2.040170414829845e-07,-8.237858799287068e-05,0.0,0.0,0.0,1.0
1609056014986010981,1557,1609056014985713101,-0.00048157024455974806,4.004904212706606e-05,-0.00012536887944047947,0.0,0.0,0.0,1.0
1609056015040023301,1558,1609056015039748049,-0.00044668092732536024,-0.00017547297311892862,-0.0002631762397662385,0.0,0.0,0.0,1.0
1609056015086634382,1559,1609056015086336947,-0.0005520459118706356,-0.00017871049147544227,1.7842533003964434e-05,0.0,0.0,0.0,1.0
1609056015138794840,1560,1609056015138361073,-0.0004403053316259786,-0.000170157413947436,-0.00023414320888104356,0.0,0.0,0.0,1.0
1609056015191119508,1561,1609056015189272023,-0.00043402306279816116,-0.0001632002947218325,-0.0001900739918383465,0.0,0.0,0.0,1.0
1609056015240173795,1562,1609056015239884949,-0.00045190599945854615,-0.00011608329295142994,0.0002862686963140959,0.0,0.0,0.0,1.0
1609056015287230700,1563,1609056015286747075,-0.00032168857777747917,-0.00010814927744462466,-2.5677828153547466e-05,0.0,0.0,0.0,1.0
1609056015337023042,1564,1609056015336018897,-0.00048233982361267635,-3.784960628649969e-05,0.00012787706578265556,0.0,0.0,0.0,1.0
